English,Punjabi,English_Word_Count,Punjabi_Word_Count
defamation,ਧੱਬਾ,355,91
defeat,ਹਰਾਉਣਾ,1153,112
defect,ਸਮੱਸਿਆ,96,26102
defence,ਬਚਾਓ,2970,339
defendant,ਵਿਰੋਧੀ,65,7649
defender,ਪਾਲਣਹਾਰ,65,19
defense,ਅਪਵਾਦ,554,1582
deficiency,ਥੋੜ,633,88
definition,ਪ੍ਰੀਭਾਸ਼ਾ,553,12
deformity,ਖਰਾਬੀ,10,359
degeneration,ਦੁਰਦਸ਼ਾ,24,69
degradation,ਨੀਵਾਂ,27,133
degree,ਡਿਗਰੀ,3075,6636
delay,ਟਿਕਣਾ,711,11
delight,ਪ੍ਰਮੋਦ,263,143
delineation,ਬਿਰਤਾਂਤ,3,86
deliverance,ਤਾਰਨ,18,218
delivery,ਪ੍ਰਜਨਣ,828,18
deluge,ਹੜ੍ਹ,44,1509
demand,ਮੰਗ,3191,17174
demarcation,ਰੇਖਾ,18,1147
demerit,ਖਾਮੀ,5,42
democracy,ਗਣਤੰਤਰ,1611,752
demolition,ਬਰਬਾਦੀ,135,240
demon,ਦਾਨਵ,60,11
demurrer,ਅਪਵਾਦ,1,1582
denial,ਅਪਵਾਦ,127,1582
denominator,ਹਰ,2,69797
density,ਘਣਤਾ,288,382
deodar,ਦਿਆਰ,1,31
department,ਡਿਪਾਰਟਮੈਂਟ,8767,210
departure,ਕੂਚ,174,137
dependence,ਵੈਲ,216,34
dependency,ਵੈਲ,23,34
depiction,ਬਿਰਤਾਂਤ,77,86
deportation,ਕੱਢਣਾ,28,418
depot,ਗੁਦਾਮ,42,33
depravity,ਵੈਲੀ,5,193
depression,ਛਾਪ,602,179
derivation,ਨਿਰੁਕਤੀ,3,47
deriving,ਨਿਰੁਕਤੀ,6,47
descent,ਉਤਾਰ,122,573
description,ਲੇਖਾ-ਜੋਖਾ,1096,47
desert,ਰੇਗਿਸਤਾਨ,167,40
desertion,ਛੱਡਣ,2,1783
designation,ਕਾਇਮੀ,51,19
desire,ਤਲਬ,1604,369
destination,ਗੋਲ,543,1476
destiny,ਹੋਣੀ,193,6868
destroyer,ਵਿਨਾਇਕ,14,14
destruction,ਬਰਬਾਦੀ,306,240
detainment,ਕੈਦ,4,2534
detective,ਭੇਤੀ,62,11
detention,ਕੈਦ,291,2534
determination,ਵਿਵਸਥਾ,300,3334
detonation,ਧਮਾਕਾ,3,1352
detriment,ਵਿਗਾੜ,19,584
deuce,2,2,11376
devanagari,ਦੇਵਨਾਗਰੀ,6,40
devastation,ਵਿਨਾਸ਼,80,27
devil,ਦਾਨਵ,60,11
devotee,ਭਗਤ,77,1095
devotion,ਭੇਟ,266,1173
dew,ਸ਼ੀਤ,17,41
dhak,ਢੱਕ,2,528
dhal,ਅਰਹਰ,4,14
dhoti,ਧੋਤੀ,3,259
diabetes,ਸ਼ੂਗਰ,1097,1051
dialect,ਬੋਲੀ,34,1084
dialog,ਸੰਵਾਦ,35,462
dialogue,ਸੰਵਾਦ,842,462
diameter,ਵਿਆਸ,444,493
diarrhea,ਦਸਤ,177,314
diarrhoea,ਦਸਤ,45,314
diary,ਡਾਇਰੀ,111,185
dice,ਪਾਸਾ,39,249
dictator,ਤਾਨਾਸ਼ਾਹ,47,130
diction,ਸ਼ਬਦਾਵਲੀ,11,94
dictionary,ਕੋਸ਼,51,76
didactics,ਤਾਲੀਮ,1,45
die,ਮਰਨਾ,2090,394
diehard,ਪਰੰਪਰਾਵਾਦੀ,2,74
difference,ਲੜਾਈ,4680,5501
difficulty,ਬਖੇੜਾ,1304,18
digestion,ਹਜਮ,362,12
digit,ਉਂਗਲੀ,52,210
dilemma,ਚੱਕਰ,131,1529
diligence,ਮਿਹਨਤ,118,5269
diminution,ਉਤਰਾਅ,1,106
din,ਧਮਾਲ,28,111
dip,ਸੁੱਟਣਾ,137,64
direction,ਨਿਰਦੇਸ਼,2335,2442
director,ਡਾਇਰੈਕਟਰ,4053,4276
disability,ਅਪੰਗਤਾ,161,165
disablement,ਅਪੰਗਤਾ,1,165
disagreement,ਮਤਭੇਦ,63,519
disapproval,ਅਸਹਿਮਤੀ,21,132
disbelief,ਅਵਿਸ਼ਵਾਸ,19,14
discernment,ਵਿਵੇਕ,9,441
discharge,ਛੱਡਣਾ,353,687
disciple,ਸ਼ਾਗਿਰਦ,61,20
discipline,ਨੇਮ,456,254
discomfort,ਘਬਰਾਹਟ,554,647
discovery,ਤਫਤੀਸ਼,278,811
discretion,ਵਿਵੇਕ,65,441
discussion,ਵਿਚਾਰ,2614,25281
disenchantment,ਨਿਰਲੇਪਤਾ,6,15
disfigurement,ਖਰਾਬੀ,1,359
dish,ਕਾਮਿਨੀ,805,18
dishonesty,ਹਰਾਮ,19,72
disillusionment,ਨਿਰਲੇਪਤਾ,12,15
disobedience,ਅਨਾਦਰ,22,63
disorder,ਅਸ਼ਾਂਤੀ,611,43
display,ਦਿਖਾਉਣਾ,933,224
displeasure,ਬੇਰੁੱਖੀ,88,14
disposal,ਇੰਤਜ਼ਾਮ,402,285
disposition,ਪ੍ਰਵਿਰਤੀ,39,214
dispute,ਉਲਝਣਾ,1039,17
disqualification,ਨਾਲਾਇਕ,57,9
disregard,ਬੇਧਿਆਨੀ,62,69
dissatisfaction,ਅਸ਼ਾਂਤੀ,57,43
dissection,ਨਤੀਜਾ,6,7628
dissembling,ਕਹਿਣਾ,2,11520
dissension,ਮਤਭੇਦ,9,519
dissenter,ਵਿਰੋਧੀ,2,7649
dissipation,ਸੰਭੋਗ,2,127
dissolution,ਸੰਭੋਗ,31,127
dissonance,ਮਤਭੇਦ,9,519
distance,ਫਰਕ,2167,5249
distinction,ਹੱਦ,394,3650
distribution,ਵਿਤਰਣ,752,31
distributor,ਦੁਕਾਨਦਾਰ,35,260
diversity,ਅਨੇਕਤਾ,308,38
division,ਵਿਭਾਜਨ,807,56
divorce,ਤਲਾਕ,534,1152
doc,ਚਿਕਿਤਸਕ,57,992
doctor,ਚਿਕਿਤਸਕ,12265,992
doctrine,ਦਰਸ਼ਨ,74,832
document,ਪੇਪਰ,1302,1141
doer,ਕਾਮਾ,10,21
dogmatism,ਕੱਟੜਤਾ,1,52
doings,ਚਾਲ-ਚਲਣ,15,25
doll,ਪੁਤਲਾ,82,199
dolly,ਪੁਤਲਾ,11,199
domicile,ਰਿਹਾਇਸ਼,20,597
donation,ਚੰਦਾ,569,118
door,ਬਾਰ,1880,2197
doorman,ਦਰਬਾਨ,6,13
doormat,ਨਿਰਬਲ,3,21
doorway,ਬਾਰ,42,2197
dorm,ਹੋਸਟਲ,24,423
dormitory,ਹੋਸਟਲ,11,423
dose,ਖ਼ੁਰਾਕ,773,656
doubt,ਸੰਦੇਹ,1598,80
doubtfulness,ਸੰਦੇਹ,1,80
draft,ਮਸੌਦਾ,408,42
drama,ਡਰਾਮਾ,611,458
dramatist,ਨਾਟਕਕਾਰ,10,64
drawing,ਖਾਕਾ,771,94
dream,ਅਭਿਲਾਸ਼ਾ,4397,14
dreamer,ਆਦਰਸ਼ਵਾਦੀ,85,9
dreaming,ਡ੍ਰੀਮ,208,36
drinker,ਨਸ਼ਈ,15,11
drive,ਚਲਾਉਣਾ,2017,391
driver,ਚਾਲਕ,6185,5225
driving,ਚਲਾਉਣਾ,1356,391
drop,ਰਹਿਣਾ,795,4794
drought,ਅਕਾਲ,117,945
drove,ਗਰੋਹ,255,145
drubbing,ਥੱਪੜ,26,159
drugstore,ਮੈਡੀਕਲ,7,8855
drunk,ਅਮਲੀ,277,780
drunkard,ਐਬੀ,5,9
drunkenness,ਅਮਲ,8,3109
dryness,ਸੁੱਕਾ,122,521
duck,ਟਾਲਣਾ,73,15
duct,ਨਲੀ,18,152
duet,ਜੁੱਟ,18,341
dummy,ਪੁਤਲਾ,29,199
duo,ਜੁੱਟ,643,341
duration,ਲੰਮਾਈ,577,208
durbar,ਦਰਬਾਰ,10,722
duty,ਫਰਜ਼,1857,597
dwelling,ਰਿਹਾਇਸ਼,115,597
dyad,ਜੋੜਾ,1,792
dynamics,ਡਾਇਨਾਮਿਕਸ,66,15
dyspepsia,ਬਦਹਜ਼ਮੀ,4,47
e,ਆਗਮਨ,817,186
ear,ਕੰਨ,409,831
earnings,ਫਾਇਦਾ,211,4726
earth,ਭੌਂ,2165,41
earthquake,ਭੂਚਾਲ,1032,2051
ease,ਰਾਹਤ,906,5235
easiness,ਸੁਗਮਤਾ,1,10
east,ਆਗਮਨ,1698,186
eastward,ਆਗਮਨ,11,186
eating,ਅਹਾਰ,3267,24
echo,ਗਰਜ,26,94
economics,ਅਰਥਸ਼ਾਸਤਰ,340,26
economy,ਜੋੜਿਆ,2615,1119
eden,ਬਹਿਸ਼ਤ,47,10
edge,ਕੋਰ,313,905
edifice,ਵਾਸਤੂ,16,42
editing,ਸੰਪਾਦਨ,64,89
edition,ਪ੍ਰਤੀਰੂਪ,393,10
editor,ਐਡੀਟਰ,250,85
education,ਤਾਲੀਮ,9615,45
effect,ਨਿਚੋੜ,5276,69
effort,ਮੁਜਾਹਰਾ,2310,25
egg,ਅੰਡਾ,657,185
eggplant,ਬੈਂਗਣ,55,35
egocentrism,ਗਰਜ,2,94
egoism,ਗਰਜ,11,94
egoist,ਸਵਾਰਥੀ,3,99
ejaculate,ਮਣੀ,1,38
ejection,ਵਿਰੋਧ,4,8810
elation,ਲਾਲਸਾ,4,182
elbow,ਕੂਹਣੀ,90,69
eld,ਉਮਰ,1,12740
election,ਚੌਣ,6495,12
elector,ਵੋਟਰ,10,730
electricity,ਪਾਵਰ,1964,1543
elegance,ਲਗਨ,174,570
element,ਵਿਅੰਗ,1123,136
elucidation,ਇਜਹਾਰ,3,12
ember,ਕੋਲੇ,13,433
emblem,ਪਛਾਣ,24,8251
embrace,ਜੱਫੀ,141,100
embracing,ਜੱਫੀ,30,100
emerald,ਪੰਨਾ,35,303
emergence,ਉਪਜ,159,317
eminence,ਹੱਦ,4,3650
emolument,ਉਜਰਤ,1,35
emotion,ਜਜ਼ਬਾਤ,204,37
empire,ਸਾਮਰਾਜ,215,259
employee,ਨੋਕਰ,830,11
employment,ਆਚਰਣ,1633,93
emptiness,ਖਾਲੀਪਣ,26,23
enactment,ਅਧਿਨਿਯਮ,28,43
encampment,ਕੈਂਟ,4,245
enchantment,ਸਨੇਹ,8,105
encounter,ਮਿਲਣ,2096,8172
encouragement,ਬੜ੍ਹਾਵਾ,156,107
encroachment,ਕੁਤਾਹੀ,25,222
encumbrance,ਬੋਝ,5,1068
end,ਮਕਸਦ,13231,3664
endeavor,ਉੱਦਮ,134,464
endeavour,ਉੱਦਮ,204,464
endowment,ਯੋਗਤਾ,19,2336
endurance,ਸਹਿਣਸ਼ੀਲਤਾ,112,184
enemy,ਮੁਦਈ,530,45
energy,ਊਰਜਾ,3543,4140
engagement,ਸਾਂਝ,312,737
engineer,ਇੰਜੀਨੀਅਰ,434,655
engineering,ਤਕਨੀਕ,1223,2553
enjoyment,ਭੋਗ,79,342
enlightenment,ਮੁਕਤ,40,1456
enmity,ਦੂਸ਼ਣਬਾਜੀ,195,12
enrollment,ਨਾਮਜਦਗੀ,107,15
enrolment,ਨਾਮਜਦਗੀ,66,15
entering,ਐਂਟਰੀ,556,810
entertainment,ਰੰਗੀਲਾ,1384,21
enthronement,ਤਾਜਪੋਸ਼ੀ,2,25
enthusiasm,ਸਰਗਰਮੀ,657,1517
enticement,ਲੋਭ,1,42
entrance,ਮੋਹਣਾ,948,75
entranceway,ਦਰ,1,4112
entreaty,ਦਰਖ਼ਾਸਤ,1,97
entree,ਦਰ,7,4112
entry,ਦਰ,1310,4112
entryway,ਦਰ,7,4112
enumeration,ਗਣਨਾ,6,464
envelope,ਪਰਦਾ,82,242
environment,ਵਾਤਾਵਰਣ,3223,3174
epilepsy,ਮਿਰਗੀ,51,143
epilogue,ਸਿੱਟਾ,1,752
epithet,ਅਪਸ਼ਬਦ,5,11
epitome,ਆਦਰਸ਼,22,317
epoch,ਕਾਲ,28,2415
equestrian,ਘੋੜਸਵਾਰ,21,21
equipment,ਚੀਜ਼,2589,2406
era,ਕਾਲ,561,2415
eros,ਕਾਮੁਕਤਾ,11,24
error,ਕਾਰਸਤਾਨੀ,527,56
eructation,ਡਕਾਰ,4,42
erudition,ਵਿਦਵਤਾ,6,24
eruption,ਪ੍ਰਕੋਪ,39,511
escape,ਭੱਜਣਾ,784,85
essay,ਪਰਖਣਾ,350,9
essence,ਨਿਚੋੜ,579,69
establishment,ਗਠਨ,420,3250
esteem,ਅਦਬ,49,43
estimate,ਜਾਨਣਾ,241,322
estimation,ਅਨੁਮਾਨ,22,1589
eternity,ਮੁਕਤੀ,46,462
ethic,ਨੀਤੀ,15,3780
euphony,ਸੰਗੀਤ,1,4744
europe,ਯੂਰਪ,1777,2199
evaluation,ਮੁਲਾਂਕਣ,269,1402
eve,ਸੰਧਿਆ,267,83
even,ਸੰਧਿਆ,24435,83
evening,ਅਖੀਰ,2815,2057
event,ਛਾਪ,9974,179
eventide,ਸੰਧਿਆ,1,83
everest,ਐਵਰੈਸਟ,52,57
evil,ਕਲੰਕ,775,82
evilness,ਕਲੰਕ,2,82
exam,ਪ੍ਰਸ਼ਨਾਵਲੀ,1862,15
examination,ਇਮਤਿਹਾਨ,3356,566
example,ਮਿਸਾਲ,12504,4644
excellence,ਸੁੰਦਰਤਾ,200,2711
excellency,ਸੁੰਦਰਤਾ,11,2711
exception,ਅਪਵਾਦ,915,1582
exchange,ਨਿਯਮਿਤ,928,1545
excitation,ਗਰਮੀ,6,5126
excitement,ਗਰਮੀ,327,5126
exclusion,ਵਿਰੋਧ,88,8810
excrement,ਮਲ,2,62
excreta,ਮਲ,3,62
excretion,ਮਲ,18,62
excuse,ਹੀਲਾ,358,36
execution,ਸੰਪਾਦਨ,330,89
executive,ਕਾਰਜਕਾਰੀ,1350,1653
exemption,ਰਿਹਾਈ,169,488
exercise,ਸਾਧਨਾ,4556,103
exertion,ਯਤਨ,105,3674
exhalation,ਸਵਾਸ,19,72
exhibition,ਨੁਮਾਇਸ਼,764,37
exile,ਕੱਢਣਾ,34,418
existence,ਵਜੂਦ,596,138
expectation,ਚਾਹ,179,2655
expedition,ਮਿਸ਼ਨ,44,1364
expending,ਲਾਗਤ,4,5783
expenditure,ਉਪਯੋਗ,484,772
experience,ਸਮਝਣਾ,8343,1726
experiment,ਪ੍ਰਯੋਗ,585,882
experimentation,ਪ੍ਰਯੋਗ,34,882
expert,ਟਰੇਂਡ,942,15
expiration,ਸਵਾਸ,78,72
expiry,ਮ੍ਰਿਤੂ,70,12
explication,ਵਿਖਿਆਨ,2,61
exploitation,ਸ਼ੋਸ਼ਣ,97,497
explosion,ਧਮਾਕਾ,1300,1352
expo,ਨੁਮਾਇਸ਼,108,37
export,ਨਿਰਯਾਤ,298,332
exporter,ਨਿਰਯਾਤਕ,96,21
exposition,ਨੁਮਾਇਸ਼,124,37
exposure,ਤਸਵੀਰ,265,10708
expression,ਪਦ,581,171
expulsion,ਵਿਰੋਧ,34,8810
extension,ਪ੍ਰਸਾਰਨ,363,184
extent,ਫੈਲਾਅ,993,466
exuberance,ਉਮੰਗ,42,73
eye,ਕੇਂਦਰ,2011,16700
eyebrow,ਭਰਵੱਟੇ,13,265
eyelid,ਪਲਕ,25,58
fable,ਦੰਤਕਥਾ,14,54
fabrication,ਕੂੜ,34,108
face,ਵੱਲ,9325,13977
facet,ਪਹਿਲੂ,32,3107
facility,ਸੁਵਿਧਾ,1432,1396
fact,ਤੱਥ,10659,6301
factor,ਵਿਅੰਗ,2044,136
fad,ਭੂਤ,36,164
failure,ਨਾਕਾਮੀ,1260,123
faith,ਈਮਾਨ,1608,21
fall,ਝੁਕਣਾ,1860,68
falls,ਝਰਨਾ,910,101
falseness,ਕੂੜ,1,108
falsity,ਕੂੜ,6,108
fame,ਪ੍ਰਤਿਸ਼ਠਾ,338,28
familiarity,ਨੇੜਤਾ,23,414
family,ਪਰਵਾਰ,26219,1516
fan,ਭਗਤ,1134,1095
fanatic,ਕੱਟੜਪੰਥੀ,22,215
fare,ਭਾੜਾ,212,9
farmer,ਕਿਸਾਨ,2621,14179
farsightedness,ਦੂਰਦ੍ਰਿਸ਼ਟੀ,6,10
fart,ਗੈਸ,6,3056
farting,ਗੈਸ,2,3056
fascination,ਸਨੇਹ,27,105
fastening,ਬੰਦਿਸ਼,52,29
fate,ਹੋਣੀ,484,6868
father,ਮੋਢੀ,8689,75
fatigue,ਹਾਰਨਾ,354,168
fault,ਸਮੱਸਿਆ,1521,26102
fear,ਡਰਨਾ,3626,226
fearlessness,ਨਿਰਭੈ,7,35
feast,ਭੋਜ,117,51
feb,ਫਰਵਰੀ,1,9
february,ਫਰਵਰੀ,22,9
feeding,ਅਹਾਰ,460,24
feeling,ਸੋਚ,4378,8856
feigning,ਨਾਟਕ,2,725
felicity,ਵਿਲਾਸ,5,106
fellowship,ਸੰਗਤ,59,1206
fen,ਚਿੱਕੜ,1,149
fenugreek,ਮੇਥੀ,50,122
fervor,ਗਰਮੀ,48,5126
fervour,ਗਰਮੀ,204,5126
festering,ਪਾਕ,15,105
fetus,ਪੇਟ,229,3128
fever,ਤਾਪ,1162,105
fiance,ਮੰਗੇਤਰ,25,123
fiber,ਚਰਿੱਤਰ,939,539
fibre,ਚਰਿੱਤਰ,550,539
fiction,ਬਾਤ,267,564
field,ਗਰਾਊਂਡ,2630,174
fiend,ਕੱਟੜਪੰਥੀ,2,215
fig,ਅੰਜੀਰ,166,117
figure,ਅਲੰਕਾਰ,2483,24
filling,ਭਰਾਈ,594,170
film,ਪਿਕਚਰ,19981,81
fin,5,25,8561
final,ਫਾਇਨਲ,4418,76
finance,ਅਰਥਵਿਵਸਥਾ,2989,578
find,ਖੋਜਣਾ,13117,14
finish,ਚੁਕਣਾ,918,27
firearm,ਅਸਤਰ,93,12
firmness,ਦ੍ਰਿੜਤਾ,27,145
fish,ਮੀਨ,1624,32
fist,ਮੁੱਕਾ,21,23
fisticuffs,ਧੱਕਾ-ਮੁੱਕੀ,2,81
fitness,ਗੁਣ,1039,3250
fitting,ਬਸਰ,204,91
fix,ਖੜਨਾ,1616,9
fixing,ਰਿਪੇਅਰ,225,46
fixture,ਰਿਪੇਅਰ,68,46
flake,ਓਸ,10,424
flash,ਦਮ,382,1906
flashlight,ਬੈਟਰੀ,33,1798
flatulence,ਹਵਾ,15,5542
flatus,ਗੈਸ,1,3056
flavor,ਮਜ਼ਾ,325,379
flavour,ਮਜ਼ਾ,192,379
flaw,ਸਮੱਸਿਆ,108,26102
flesh,ਮਾਸ,145,862
flick,ਪਿਕਚਰ,81,81
flight,ਦੌੜਨਾ,1301,36
flock,ਅੰਬਾਰ,47,10
flood,ਹੜ੍ਹ,662,1509
floor,ਘਬਰਾਉਣਾ,1724,101
flora,ਬਨਸਪਤੀ,89,196
flow,ਵਹਾਉਣਾ,909,15
fluidity,ਤਰਲਤਾ,4,40
flute,ਬੰਸੀ,8,32
fly,ਉਡਾਉਣਾ,499,53
flying,ਉਡਾਣ,457,946
foam,ਫੇਨ,237,14
focus,ਜੋਰ,1906,365
foetus,ਪੇਟ,19,3128
fog,ਕੋਰਾ,251,158
foil,ਪੱਤਰ,192,6467
follower,ਅਨੁਯਾਈ,50,15
folly,ਨਾਲਾਇਕੀ,28,16
fontanel,ਤਾਲੂ,4,20
foolishness,ਨਾਲਾਇਕੀ,20,16
foot,ਆਧਾਰ,1020,9468
forbearance,ਬਰਦਾਸ਼ਤ,1,1091
force,ਖਿੱਚਣਾ,4688,157
foreboding,ਬੁਰਾ,4,5760
forecast,ਅੰਦਾਜ਼ਾ,333,520
forecasting,ਪੇਸ਼ੀਨਗੋਈ,69,34
forehead,ਮੱਥਾ,149,342
foreigner,ਪਰਦੇਸੀ,35,44
foreman,ਸਰਪੰਚ,4,1255
foresight,ਦੂਰਦ੍ਰਿਸ਼ਟੀ,25,10
forest,ਬੀੜ,1072,62
foretelling,ਪੇਸ਼ੀਨਗੋਈ,2,34
forethought,ਸਤਰਕਤਾ,5,14
foreword,ਪ੍ਰਸਤਾਵਨਾ,5,26
forgery,ਨਕਲ,56,404
forgiveness,ਮੁਆਫੀ,156,959
form,ਬਿਠਾਉਣਾ,7853,25
formality,ਅਨੁਸ਼ਾਸਨ,24,159
formation,ਗਠਨ,1100,3250
formula,ਸੂਤਰ,312,507
formulation,ਬਿਆਨ,68,13646
fornicator,ਨੀਚ,1,45
forsaking,ਛੱਡਣ,1,1783
fort,ਕੋਟ,418,622
fortress,ਕੋਟ,147,622
fortuity,ਐਕਸੀਡੈਂਟ,2,162
fortune,ਨਸੀਬ,144,242
foundation,ਆਧਾਰ,1453,9468
founder,ਮੋਢੀ,624,75
fountainhead,ਸਰੋਤ,3,3788
foursome,4,2,6856
fraction,ਤਰ੍ਹਾਂ-ਤਰ੍ਹਾਂ,62,119
fracture,ਭੰਗ,108,997
fragrance,ਸੁਗੰਧ,149,510
frailty,ਨਿਰਬਲਤਾ,2,20
fraud,ਪਖੰਡੀ,505,24
freedom,ਰਿਹਾਈ,1992,488
freeing,ਮੁਕਤੀ,38,462
frequency,ਬਾਰੰਬਾਰਤਾ,294,113
freshness,ਤਾਜਗੀ,73,13
friction,ਰਗੜ,82,187
friend,ਵੱਲ,3325,13977
friendliness,ਸੁਹਿਰਦਤਾ,62,155
friendship,ਯਾਰੀ,787,33
fright,ਡਰਾਉਣਾ,37,1634
frog,ਡੱਡੂ,28,68
froth,ਫੇਨ,21,14
frown,ਤੇਵਰ,33,27
ft,ਫੀਟ,81,14
fuel,ਬਾਲਣ,1540,568
fund,ਰਾਸ਼ੀ,1225,1614
fundament,ਆਧਾਰ,2,9468
fundamentalism,ਰੁਕਾਵਟ,8,1284
furor,ਭੂਤ,9,164
furore,ਭੂਤ,35,164
fury,ਪ੍ਰਕੋਪ,46,511
fuss,ਤਕਰਾਰ,81,230
future,ਭਵਿੱਖ,7264,8461
g,1000,997,527
gaiety,ਮਜਾ,35,30
gain,ਜਿੱਤਣਾ,1040,488
gall,ਕ੍ਰੋਧ,17,180
gallantry,ਦਲੇਰੀ,44,173
gallery,ਛੱਜਾ,428,14
gambler,ਸੱਟੇਬਾਜ਼,1,11
gambling,ਦਾਅ,122,243
gaming,ਦਾਅ,192,243
ganges,ਗੰਗਾ,43,390
gap,ਅਸਮਾਨਤਾ,319,293
gardener,ਮਾਲੀ,21,821
gargle,ਕੁਰਲਾ,11,20
garlic,ਲਸਣ,645,1381
garner,ਜੋੜਿਆ,52,1119
gas,ਹਵਾ,2183,5542
gauri,ਗੌਰੀ,251,321
gautama,ਗੌਤਮ,2,540
gecko,ਕਿਰਲੀ,3,21
gemini,ਮਿਥੁਨ,22,79
gender,ਲਿੰਗ,336,773
generation,ਪੁਸ਼ਤ,968,10
generator,ਜਰਨੇਟਰ,165,35
generosity,ਅਮੀਰੀ,60,91
genre,ਸ਼ੈਲੀ,220,297
gentility,ਸੁਹਿਰਦਤਾ,1,155
genus,ਖਾਨਦਾਨ,58,36
geography,ਭੂਗੋਲ,96,129
geophysics,ਭੂ-ਵਿਗਿਆਨ,4,30
germ,ਕੀਟ,44,85
germination,ਫੁੱਟਣ,78,10
gestation,ਪੇਟ,92,3128
gesticulation,ਸੰਕੇਤਕ,3,174
ghat,ਘਾਟ,53,4180
ghee,ਘਿਉ,177,79
ghost,ਜਿਨ,109,26
gift,ਪ੍ਰਦਾਨ,1887,7000
gin,ਫਾਹਾ,17,432
ginger,ਅਦਕਰ,493,10
girdle,ਪਟਕਾ,5,13
girlfriend,ਸਾਥੀ,374,3052
gist,ਨਿਚੋੜ,42,69
gita,ਗੀਤਾ,81,302
giving,ਪ੍ਰਦਾਨ,2952,7000
glacier,ਗਲੇਸ਼ੀਅਰ,75,25
glans,ਮਣੀ,1,38
glass,ਬਲੌਰ,1475,32
globe,ਵਰਡ,613,13
goal,ਗੋਲ,2479,1476
goblet,ਪੈਮਾਨਾ,2,82
god,ਮੂਰਤੀ,13253,667
going,ਕੂਚ,30849,137
gong,ਘੰਟੀ,6,161
goo,ਚਿੱਕੜ,4,149
goodness,ਗੁਣ,106,3250
goodwill,ਸਦਭਾਵ,92,11
government,ਪ੍ਰਸ਼ਾਸਨ,58586,4931
governor,ਗਵਰਨਰ,1994,925
grace,ਸਜਾਇਆ,586,1711
grad,ਗ੍ਰੈਜੂਏਟ,10,653
grade,ਪੈਮਾਨਾ,323,82
graduate,ਗ੍ਰੈਜੂਏਟ,671,653
grain,ਦਾਨਾ,396,18
grammar,ਵਿਆਕਰਣ,52,98
granary,ਸਟੋਰ,3,4793
grand,1000,992,527
grandad,ਨਾਨਾ,1,213
granddad,ਨਾਨਾ,1,213
grandfather,ਨਾਨਾ,304,213
grandpa,ਨਾਨਾ,26,213
granger,ਕਿਸਾਨ,2,14179
grant,ਝੁਕਣਾ,726,68
grape,ਅੰਗੂਰ,77,410
graph,ਗ੍ਰਾਫ,43,82
graphics,ਦਸਤਕਾਰੀ,163,76
grass,ਘਾਹ,228,318
gratification,ਸੰਤੋਸ਼,10,143
gravity,ਇਕਾਗਰਤਾ,79,168
greatness,ਵਿਸ਼ਾਲਤਾ,97,12
greed,ਲਾਲਸਾ,107,182
greenback,ਨੌਟ,4,14
greenhouse,ਨਰਸਰੀ,177,204
greening,ਤਬਦੀਲੀ,5,5697
greenness,ਹਰਾ,1,1807
grin,ਹਾਸੀ,193,19
grinder,ਚੱਕੀ,29,53
grinning,ਹਾਸੀ,26,19
grooming,ਟ੍ਰੇਨਿੰਗ,24,610
ground,ਬੰਨ੍ਹਣਾ,2350,56
groundwork,ਆਧਾਰ,13,9468
group,ਝੁੰਡ,6101,109
grouping,ਝੁੰਡ,104,109
growth,ਉਪਜ,2813,317
guardianship,ਨਰੀਖਣ,12,10
guardsman,ਪਹਿਰੇਦਾਰ,1,97
guava,ਅਮਰੂਦ,21,159
guess,ਜਾਨਣਾ,2558,322
guidance,ਕੌਂਸਲਿੰਗ,590,95
guide,ਮਾਰਗਦਰਸ਼ਕ,631,20
gujarat,ਗੁਜਰਾਤ,2647,3268
gujerat,ਗੁਜਰਾਤ,1,3268
habit,ਚਰਿੱਤਰ,439,539
habitation,ਰਿਹਾਇਸ਼,22,597
habituation,ਵੈਲ,4,34
hair,ਰੋਮ,5978,289
halberd,ਕੁਹਾੜਾ,1,24
halftime,ਅੱਧ,12,847
hall,ਬੰਗਲਾ,1135,133
hand,ਪਹੁੰਚਾਉਣਾ,4506,183
handicap,ਅਪੰਗਤਾ,15,165
handicraft,ਦਸਤਕਾਰੀ,13,76
handiwork,ਦਸਤਕਾਰੀ,12,76
handler,ਕੋਚ,6,1828
handout,ਮੰਗਣਾ,11,229
hanging,ਫਾਂਸੀ,418,837
hanuman,ਮਾਰੂਤੀ,54,193
happening,ਵਾਕਾ,5135,11
happiness,ਵਿਲਾਸ,1905,106
harassment,ਤਾੜਨਾ,509,228
harijan,ਹਰੀਜਨ,1,10
harm,ਹਾਨੀ,1577,124
harshness,ਕਰੂਰਤਾ,3,21
haste,ਕਾਹਲ,79,95
hate,ਵੈਰ,1049,137
hatred,ਵੈਰ,318,137
hawaii,ਹਵਾਈ,17,8311
hawking,ਫੇਰੀ,29,694
hazard,ਨਸੀਬ,65,242
haze,ਮਿੱਟੀ,40,2396
head,ਟਾਇਟਲ,5082,18
header,ਟਾਇਟਲ,12,18
heading,ਟਾਇਟਲ,511,18
headmaster,ਪ੍ਰਿਸੀਪਲ,57,22
headmistress,ਪ੍ਰਿਸੀਪਲ,17,22
headquarters,ਸਦਰ,853,1346
health,ਤੰਦਰੁਸਤੀ,24842,1148
heap,ਅੰਬਾਰ,25,10
hearing,ਸੁਣਨ,3298,1691
